,Name,Sex,Age,Height,Weight,Team,Games,Year,Sport,Event,Medal
1875,"Suzanne Brigit ""Sue"" Bird",F,27.0,175.0,66.0,United States,2008 Summer,2008,Basketball,Basketball Women's Basketball,Gold
1876,"Suzanne Brigit ""Sue"" Bird",F,31.0,175.0,66.0,United States,2012 Summer,2012,Basketball,Basketball Women's Basketball,Gold
1877,"Suzanne Brigit ""Sue"" Bird",F,35.0,175.0,66.0,United States,2016 Summer,2016,Basketball,Basketball Women's Basketball,Gold
1878,Dane Alex Bird-Smith,M,24.0,187.0,72.0,Australia,2016 Summer,2016,Athletics,Athletics Men's 20 kilometres Walk,Bronze
1879,Matthew Kiprotich Birir,M,20.0,172.0,62.0,Kenya,1992 Summer,1992,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
1880,Leszek Leon Birkholc,M,23.0,182.0,75.0,Poland,1928 Summer,1928,Rowing,Rowing Men's Coxed Fours,Bronze
1881,Ion Brldeanu,M,21.0,187.0,87.0,Romania,1980 Summer,1980,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
1882,Warren Allen Birmingham,M,29.0,171.0,68.0,Australia,1992 Summer,1992,Hockey,Hockey Men's Hockey,Silver
1883,Pter Biros,M,24.0,196.0,102.0,Hungary,2000 Summer,2000,Water Polo,Water Polo Men's Water Polo,Gold
1884,Pter Biros,M,28.0,196.0,102.0,Hungary,2004 Summer,2004,Water Polo,Water Polo Men's Water Polo,Gold
1885,Pter Biros,M,32.0,196.0,102.0,Hungary,2008 Summer,2008,Water Polo,Water Polo Men's Water Polo,Gold
1886,tefan Birtalan,M,23.0,194.0,96.0,Romania,1972 Summer,1972,Handball,Handball Men's Handball,Bronze
1887,tefan Birtalan,M,27.0,194.0,96.0,Romania,1976 Summer,1976,Handball,Handball Men's Handball,Silver
1888,tefan Birtalan,M,31.0,194.0,96.0,Romania,1980 Summer,1980,Handball,Handball Men's Handball,Bronze
1889,Vera Leonidovna Biryukova,F,18.0,168.0,47.0,Russia,2016 Summer,2016,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
1890,Frank-Peter Bischof,M,21.0,183.0,81.0,East Germany,1976 Summer,1976,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
1891,Martina Bischof (Fischer-),F,22.0,174.0,65.0,East Germany,1980 Summer,1980,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
1892,Ole Bischof,M,28.0,180.0,81.0,Germany,2008 Summer,2008,Judo,Judo Men's Half-Middleweight,Gold
1893,Ole Bischof,M,32.0,180.0,81.0,Germany,2012 Summer,2012,Judo,Judo Men's Half-Middleweight,Silver
1894,Sabine Bischoff (-Wolf),F,26.0,169.0,64.0,West Germany,1984 Summer,1984,Fencing,"Fencing Women's Foil, Team",Gold
1895,Ralf Bidorf,M,29.0,193.0,77.0,Germany,2000 Summer,2000,Fencing,"Fencing Men's Foil, Individual",Silver
1896,Abby Bishop,F,23.0,189.0,85.0,Australia,2012 Summer,2012,Basketball,Basketball Women's Basketball,Bronze
1897,"Catherine ""Cath"" Bishop",F,32.0,184.0,85.0,Great Britain,2004 Summer,2004,Rowing,Rowing Women's Coxless Pairs,Silver
1898,Ralph English Bishop,M,20.0,193.0,86.0,United States,1936 Summer,1936,Basketball,Basketball Men's Basketball,Gold
1899,Matteo Bisiani,M,19.0,184.0,85.0,Italy,1996 Summer,1996,Archery,Archery Men's Team,Bronze
1900,Matteo Bisiani,M,24.0,184.0,85.0,Italy,2000 Summer,2000,Archery,Archery Men's Team,Silver
1901,Stuart Bithell,M,25.0,186.0,80.0,Great Britain,2012 Summer,2012,Sailing,Sailing Men's Two Person Dinghy,Silver
1902,Paul Ezekiel Bitok,M,22.0,173.0,58.0,Kenya,1992 Summer,1992,Athletics,"Athletics Men's 5,000 metres",Silver
1903,Paul Ezekiel Bitok,M,26.0,173.0,58.0,Kenya,1996 Summer,1996,Athletics,"Athletics Men's 5,000 metres",Silver
1904,Klaus Bittner,M,21.0,181.0,85.0,Germany,1960 Summer,1960,Rowing,Rowing Men's Coxed Eights,Gold
1905,Klaus Bittner,M,25.0,181.0,85.0,Germany,1964 Summer,1964,Rowing,Rowing Men's Coxed Eights,Silver
1906,Amos Kipwabok Biwott,M,21.0,181.0,66.0,Kenya,1968 Summer,1968,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
1907,Mira Bjedov (-Nikoli),F,24.0,192.0,77.0,Yugoslavia,1980 Summer,1980,Basketball,Basketball Women's Basketball,Bronze
1908,"ura ""urica"" Bjedov",F,21.0,170.0,65.0,Yugoslavia,1968 Summer,1968,Swimming,Swimming Women's 100 metres Breaststroke,Gold
1909,"ura ""urica"" Bjedov",F,21.0,170.0,65.0,Yugoslavia,1968 Summer,1968,Swimming,Swimming Women's 200 metres Breaststroke,Silver
1910,Nils Torolf Bjrklf,M,27.0,173.0,74.5,Finland,1948 Summer,1948,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
1911,Nils Torolf Bjrklf,M,27.0,173.0,74.5,Finland,1948 Summer,1948,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Bronze
1912,Lars Sigurd Bjorkstrom,M,36.0,184.0,75.0,Brazil,1980 Summer,1980,Sailing,Sailing Mixed Multihull,Gold
1913,Risto Uolevi Bjrlin,M,27.0,170.0,58.5,Finland,1972 Summer,1972,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
1914,Lars Bjnnes,M,25.0,192.0,87.0,Norway,1988 Summer,1988,Rowing,Rowing Men's Quadruple Sculls,Silver
1915,Lars Bjnnes,M,28.0,192.0,87.0,Norway,1992 Summer,1992,Rowing,Rowing Men's Quadruple Sculls,Silver
1916,Erik Bjrkum,M,23.0,188.0,83.0,Norway,1988 Summer,1988,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
1917,"Edmund Franklin ""Ed"" Black",M,23.0,178.0,75.0,United States,1928 Summer,1928,Athletics,Athletics Men's Hammer Throw,Bronze
1918,"Kimberly A. ""Kim"" Black",F,21.0,168.0,60.0,United States,2000 Summer,2000,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
1919,"Lawrence Jeffery ""Larry"" Black",M,21.0,186.0,80.0,United States,1972 Summer,1972,Athletics,Athletics Men's 200 metres,Silver
1920,"Lawrence Jeffery ""Larry"" Black",M,21.0,186.0,80.0,United States,1972 Summer,1972,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
1921,Marilyn Mary Black (-Vassella),F,20.0,165.0,55.0,Australia,1964 Summer,1964,Athletics,Athletics Women's 200 metres,Bronze
1922,Roger Anthony Black,M,26.0,190.0,79.0,Great Britain,1992 Summer,1992,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
1923,Roger Anthony Black,M,30.0,190.0,79.0,Great Britain,1996 Summer,1996,Athletics,Athletics Men's 400 metres,Silver
1924,Roger Anthony Black,M,30.0,190.0,79.0,Great Britain,1996 Summer,1996,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
1925,Julie Lynne Black-Burns Richards,F,33.0,170.0,54.0,United States,2004 Summer,2004,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
1926,Michael James Blackburn,M,30.0,178.0,78.0,Australia,2000 Summer,2000,Sailing,Sailing Mixed One Person Dinghy,Bronze
1927,Emma Stina Blackstenius,F,20.0,173.0,69.0,Sweden,2016 Summer,2016,Football,Football Women's Football,Silver
1928,Michael Blackwood,M,21.0,190.0,79.0,Jamaica,2000 Summer,2000,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
1929,Vakht'ang Blagidze,M,25.0,160.0,52.0,Soviet Union,1980 Summer,1980,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold
1930,Blagoy Blagoev,M,23.0,168.0,82.0,Bulgaria,1980 Summer,1980,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
1931,Yordanka Blagoeva Ivanova,F,25.0,175.0,64.0,Bulgaria,1972 Summer,1972,Athletics,Athletics Women's High Jump,Silver
1932,Yordanka Blagoeva Ivanova,F,29.0,175.0,64.0,Bulgaria,1976 Summer,1976,Athletics,Athletics Women's High Jump,Bronze
1933,"James Howard ""Jim"" Blair",M,22.0,183.0,76.0,United States,1932 Summer,1932,Rowing,Rowing Men's Coxed Eights,Gold
1934,"Peter Steele ""Pete"" Blair",M,24.0,188.0,141.0,United States,1956 Summer,1956,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
1935,Steven Joseph Blaisse,M,24.0,180.0,72.0,Netherlands,1964 Summer,1964,Rowing,Rowing Men's Coxless Pairs,Silver
1936,Dennis Anthony Blake,M,25.0,186.0,70.0,Jamaica,1996 Summer,1996,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
1937,Yohan Blake,M,22.0,180.0,80.0,Jamaica,2012 Summer,2012,Athletics,Athletics Men's 100 metres,Silver
1938,Yohan Blake,M,22.0,180.0,80.0,Jamaica,2012 Summer,2012,Athletics,Athletics Men's 200 metres,Silver
1939,Yohan Blake,M,22.0,180.0,80.0,Jamaica,2012 Summer,2012,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
1940,Yohan Blake,M,26.0,180.0,80.0,Jamaica,2016 Summer,2016,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
1941,Henrik Blakskjr,M,29.0,194.0,90.0,Denmark,2000 Summer,2000,Sailing,Sailing Mixed Three Person Keelboat,Gold
1942,Elisa Blanchi,F,16.0,168.0,49.0,Italy,2004 Summer,2004,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
1943,Elisa Blanchi,F,24.0,168.0,49.0,Italy,2012 Summer,2012,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
1944,Armand Blanchonnet,M,20.0,182.0,78.0,France,1924 Summer,1924,Cycling,"Cycling Men's Road Race, Individual",Gold
1945,Armand Blanchonnet,M,20.0,182.0,78.0,France,1924 Summer,1924,Cycling,"Cycling Men's Road Race, Team",Gold
1946,Alberto Blanco Fernndez,M,30.0,173.0,90.0,Cuba,1980 Summer,1980,Weightlifting,Weightlifting Men's Heavyweight I,Bronze
1947,Harriet Claiborne Bland (-Green),F,21.0,163.0,50.0,United States,1936 Summer,1936,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
1948,Peter Blang,M,27.0,205.0,94.0,Netherlands,1992 Summer,1992,Volleyball,Volleyball Men's Volleyball,Silver
1949,Peter Blang,M,31.0,205.0,94.0,Netherlands,1996 Summer,1996,Volleyball,Volleyball Men's Volleyball,Gold
1950,Leszek Robert Blanik,M,23.0,163.0,64.0,Poland,2000 Summer,2000,Gymnastics,Gymnastics Men's Horse Vault,Bronze
1951,Leszek Robert Blanik,M,31.0,163.0,64.0,Poland,2008 Summer,2008,Gymnastics,Gymnastics Men's Horse Vault,Gold
1952,"Francina Elsje ""Fanny"" Blankers-Koen",F,30.0,175.0,63.0,Netherlands,1948 Summer,1948,Athletics,Athletics Women's 100 metres,Gold
1953,"Francina Elsje ""Fanny"" Blankers-Koen",F,30.0,175.0,63.0,Netherlands,1948 Summer,1948,Athletics,Athletics Women's 200 metres,Gold
1954,"Francina Elsje ""Fanny"" Blankers-Koen",F,30.0,175.0,63.0,Netherlands,1948 Summer,1948,Athletics,Athletics Women's 80 metres Hurdles,Gold
1955,"Francina Elsje ""Fanny"" Blankers-Koen",F,30.0,175.0,63.0,Netherlands,1948 Summer,1948,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
1956,Dain J. Blanton,M,28.0,190.0,92.0,United States-1,2000 Summer,2000,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
1957,Andrea Blas Martnez,F,20.0,173.0,81.0,Spain,2012 Summer,2012,Water Polo,Water Polo Women's Water Polo,Silver
1958,Claudia Blasberg,F,25.0,182.0,57.0,Germany,2000 Summer,2000,Rowing,Rowing Women's Lightweight Double Sculls,Silver
1959,Claudia Blasberg,F,29.0,182.0,57.0,Germany,2004 Summer,2004,Rowing,Rowing Women's Lightweight Double Sculls,Silver
1960,Erwin Blask,M,26.0,180.0,97.0,Germany,1936 Summer,1936,Athletics,Athletics Men's Hammer Throw,Silver
1961,"Jeffrey Carl ""Jeff"" Blatnick",M,27.0,189.0,120.0,United States,1984 Summer,1984,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
1962,Barbara Blatter,F,29.0,168.0,54.0,Switzerland,2000 Summer,2000,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver
1963,Verner Blaudzun,M,30.0,173.0,68.0,Denmark,1976 Summer,1976,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
1964,"Edward ""Eddie"" Blay",M,26.0,172.0,57.0,Ghana,1964 Summer,1964,Boxing,Boxing Men's Light-Welterweight,Bronze
1965,Milada Blakov,F,22.0,162.0,54.0,Czechoslovakia,1980 Summer,1980,Hockey,Hockey Women's Hockey,Silver
1966,Keston Bledman,M,20.0,180.0,88.0,Trinidad and Tobago,2008 Summer,2008,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
1967,Keston Bledman,M,24.0,180.0,88.0,Trinidad and Tobago,2012 Summer,2012,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
1968,"Donald Franklin ""Don"" Blessing",M,22.0,172.0,54.0,United States,1928 Summer,1928,Rowing,Rowing Men's Coxed Eights,Gold
1969,"Richard Adolph ""Dick"" Blick",M,20.0,195.0,87.0,United States,1960 Summer,1960,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
1970,Hans-Jrg Bliesener,M,22.0,185.0,89.0,East Germany,1988 Summer,1988,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
1971,Susan M. Blinks,F,42.0,167.0,68.0,United States,2000 Summer,2000,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
1972,Aleksandr Aleksandrovich Blinov,M,22.0,185.0,95.0,Russia,2004 Summer,2004,Shooting,"Shooting Men's Running Target, 10 metres",Silver
1973,Aleksandr Ivanovich Blinov,M,25.0,176.0,68.0,Soviet Union,1980 Summer,1980,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
1974,Aleksandr Ivanovich Blinov,M,25.0,176.0,68.0,Soviet Union,1980 Summer,1980,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
1975,Carlos Samuel Blixen Abella,M,19.0,181.0,76.0,Uruguay,1956 Summer,1956,Basketball,Basketball Men's Basketball,Bronze
1976,Irina Valeryevna Bliznova,F,21.0,182.0,68.0,Russia,2008 Summer,2008,Handball,Handball Women's Handball,Silver
1977,Irina Valeryevna Bliznova,F,29.0,182.0,68.0,Russia,2016 Summer,2016,Handball,Handball Women's Handball,Gold
1978,Anastasiya Ilyinichna Bliznyuk,F,18.0,173.0,51.0,Russia,2012 Summer,2012,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
1979,Anastasiya Ilyinichna Bliznyuk,F,22.0,173.0,51.0,Russia,2016 Summer,2016,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
1980,Stefan Blcher,M,24.0,180.0,76.0,West Germany,1984 Summer,1984,Hockey,Hockey Men's Hockey,Silver
1981,Stefan Blcher,M,28.0,180.0,76.0,West Germany,1988 Summer,1988,Hockey,Hockey Men's Hockey,Silver
1982,Steffen Blochwitz,M,21.0,184.0,81.0,East Germany,1988 Summer,1988,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
1983,Herbert Blcker,M,33.0,173.0,68.0,West Germany,1976 Summer,1976,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
1984,Herbert Blcker,M,49.0,173.0,68.0,Germany,1992 Summer,1992,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
1985,Herbert Blcker,M,49.0,173.0,68.0,Germany,1992 Summer,1992,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
1986,Oleh Volodymyrovych Blokhin,M,19.0,180.0,74.0,Soviet Union,1972 Summer,1972,Football,Football Men's Football,Bronze
1987,Oleh Volodymyrovych Blokhin,M,23.0,180.0,74.0,Soviet Union,1976 Summer,1976,Football,Football Men's Football,Bronze
1988,"Douglas Morlan ""Doug"" Blubaugh",M,25.0,170.0,73.0,United States,1960 Summer,1960,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
1989,Kay Bluhm,M,19.0,191.0,86.0,East Germany,1988 Summer,1988,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
1990,Kay Bluhm,M,23.0,191.0,86.0,Germany,1992 Summer,1992,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
1991,Kay Bluhm,M,23.0,191.0,86.0,Germany,1992 Summer,1992,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
1992,Kay Bluhm,M,27.0,191.0,86.0,Germany,1996 Summer,1996,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
1993,Kay Bluhm,M,27.0,191.0,86.0,Germany,1996 Summer,1996,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
1994,Pernille Blume,F,22.0,170.0,58.0,Denmark,2016 Summer,2016,Swimming,Swimming Women's 50 metres Freestyle,Gold
1995,Pernille Blume,F,22.0,170.0,58.0,Denmark,2016 Summer,2016,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
1996,"Christian ""Bdi"" Blunck",M,24.0,189.0,87.0,Germany,1992 Summer,1992,Hockey,Hockey Men's Hockey,Gold
1997,Leszek Bayski,M,23.0,165.0,50.0,Poland,1972 Summer,1972,Boxing,Boxing Men's Flyweight,Bronze
1998,Leszek Bayski,M,27.0,165.0,50.0,Poland,1976 Summer,1976,Boxing,Boxing Men's Flyweight,Bronze
1999,"Gilmour Stuart ""Gil"" Boa",M,32.0,177.0,81.0,Canada,1956 Summer,1956,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
2000,Lillian Barbara Board,F,19.0,168.0,60.0,Great Britain,1968 Summer,1968,Athletics,Athletics Women's 400 metres,Silver
2001,"Christopher Miles ""Chris"" Boardman",M,23.0,175.0,70.0,Great Britain,1992 Summer,1992,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
2002,"Christopher Miles ""Chris"" Boardman",M,27.0,175.0,70.0,Great Britain,1996 Summer,1996,Cycling,Cycling Men's Individual Time Trial,Bronze
2003,Janusz Bobik,M,24.0,169.0,66.0,Poland,1980 Summer,1980,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
2004,Loredana Boboc,F,16.0,139.0,32.0,Romania,2000 Summer,2000,Gymnastics,Gymnastics Women's Team All-Around,Gold
2005,Jack Bobridge,M,23.0,180.0,65.0,Australia,2012 Summer,2012,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
2006,Jack Bobridge,M,27.0,180.0,65.0,Australia,2016 Summer,2016,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
2007,Vladlena Eduardovna Bobrovnikova,F,28.0,180.0,72.0,Russia,2016 Summer,2016,Handball,Handball Women's Handball,Gold
2008,Liudmyla Kostiantynivna Bobrus-Poradnyk,F,30.0,169.0,63.0,Soviet Union,1976 Summer,1976,Handball,Handball Women's Handball,Gold
2009,Liudmyla Kostiantynivna Bobrus-Poradnyk,F,34.0,169.0,63.0,Soviet Union,1980 Summer,1980,Handball,Handball Women's Handball,Gold
2010,Philippe Boccara,M,25.0,203.0,93.0,France,1984 Summer,1984,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
2011,Gauthier Boccard,M,24.0,186.0,79.0,Belgium,2016 Summer,2016,Hockey,Hockey Men's Hockey,Silver
2012,Jan Bochenek,M,28.0,176.0,78.0,Poland,1960 Summer,1960,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
2013,Nataliya Valeryevna Bochina,F,18.0,173.0,55.0,Soviet Union,1980 Summer,1980,Athletics,Athletics Women's 200 metres,Silver
2014,Nataliya Valeryevna Bochina,F,18.0,173.0,55.0,Soviet Union,1980 Summer,1980,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
2015,Yevgeniya Aleksandrovna Bochkaryova,F,16.0,160.0,40.0,Russia,1996 Summer,1996,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
2016,Gbor Gyula Boczk,M,27.0,192.0,89.0,Hungary,2004 Summer,2004,Fencing,"Fencing Men's epee, Team",Silver
2017,Gbor Gyula Boczk,M,39.0,192.0,89.0,Hungary,2016 Summer,2016,Fencing,"Fencing Men's epee, Team",Bronze
2018,Inge Bdding (Eckhoff-),F,25.0,154.0,48.0,West Germany,1972 Summer,1972,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
2019,Harro Bode,M,25.0,180.0,77.0,West Germany,1976 Summer,1976,Sailing,Sailing Mixed Two Person Dinghy,Gold
2020,Michal Alexandre Bodegas,M,29.0,192.0,102.0,Italy,2016 Summer,2016,Water Polo,Water Polo Men's Water Polo,Bronze
2021,Falk Boden,M,20.0,183.0,74.0,East Germany,1980 Summer,1980,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
2022,Carla Bodendorf (Rietig-),F,22.0,164.0,58.0,East Germany,1976 Summer,1976,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
2023,Ueli Bodenmann,M,23.0,190.0,85.0,Switzerland,1988 Summer,1988,Rowing,Rowing Men's Double Sculls,Silver
2024,Dejan Bodiroga,M,23.0,205.0,110.0,Serbia and Montenegro,1996 Summer,1996,Basketball,Basketball Men's Basketball,Silver
2025,Andrs Bodnr,M,18.0,180.0,78.0,Hungary,1960 Summer,1960,Water Polo,Water Polo Men's Water Polo,Bronze
2026,Andrs Bodnr,M,22.0,180.0,78.0,Hungary,1964 Summer,1964,Water Polo,Water Polo Men's Water Polo,Gold
2027,Andrs Bodnr,M,26.0,180.0,78.0,Hungary,1968 Summer,1968,Water Polo,Water Polo Men's Water Polo,Bronze
2028,Andrs Bodnr,M,30.0,180.0,78.0,Hungary,1972 Summer,1972,Water Polo,Water Polo Men's Water Polo,Silver
2029,Christine Bodner-Laser,F,25.0,179.0,68.0,East Germany,1976 Summer,1976,Athletics,Athletics Women's Pentathlon,Silver
2030,Imants Bodnieks,M,23.0,173.0,72.0,Soviet Union,1964 Summer,1964,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
2031,Mathias Boe,M,32.0,185.0,75.0,Denmark,2012 Summer,2012,Badminton,Badminton Men's Doubles,Silver
2032,"Josephine Francisca Maria ""Fieke"" Boekhorst",F,26.0,166.0,80.0,Netherlands,1984 Summer,1984,Hockey,Hockey Women's Hockey,Gold
2033,Isabelle Bori-Bgard,F,20.0,180.0,64.0,France,1980 Summer,1980,Fencing,"Fencing Women's Foil, Team",Gold
2034,Henri Louis Borio,M,24.0,170.0,69.0,France,1976 Summer,1976,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
2035,"Martina Boesler (-Kirchner, -Wieduwilt)",F,23.0,175.0,70.0,East Germany,1980 Summer,1980,Rowing,Rowing Women's Coxed Eights,Gold
2036,Petra Boesler (-Wach),F,20.0,174.0,69.0,East Germany,1976 Summer,1976,Rowing,Rowing Women's Double Sculls,Silver
2037,Galabin Pepov Boevski,M,25.0,175.0,69.0,Bulgaria,2000 Summer,2000,Weightlifting,Weightlifting Men's Lightweight,Gold
2038,Sylwia Katarzyna Bogacka,F,30.0,162.0,57.0,Poland,2012 Summer,2012,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver
2039,Krasimira Nikolova Bogdanova,F,27.0,182.0,73.0,Bulgaria,1976 Summer,1976,Basketball,Basketball Women's Basketball,Bronze
2040,Krasimira Nikolova Bogdanova,F,31.0,182.0,73.0,Bulgaria,1980 Summer,1980,Basketball,Basketball Women's Basketball,Silver
2041,Yuliya Alekseyevna Bogdanova,F,16.0,170.0,66.0,Soviet Union,1980 Summer,1980,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
2042,Bogdan Bogdanovi,M,23.0,197.0,99.0,Serbia,2016 Summer,2016,Basketball,Basketball Men's Basketball,Silver
2043,Tijana Bogdanovi,F,18.0,172.0,52.0,Serbia,2016 Summer,2016,Taekwondo,Taekwondo Women's Flyweight,Silver
2044,Aleksandr Viktorovich Bogdanovich,M,26.0,191.0,97.0,Belarus,2008 Summer,2008,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
2045,Aleksandr Viktorovich Bogdanovich,M,30.0,191.0,97.0,Belarus,2012 Summer,2012,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
2046,Andrey Viktorovich Bogdanovich,M,20.0,193.0,87.0,Belarus,2008 Summer,2008,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
2047,Andrey Viktorovich Bogdanovich,M,24.0,193.0,87.0,Belarus,2012 Summer,2012,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
2048,"Philip George ""Phil"" Boggs",M,26.0,165.0,59.0,United States,1976 Summer,1976,Diving,Diving Men's Springboard,Gold
2049,Andreea Boghian,F,24.0,186.0,78.0,Romania,2016 Summer,2016,Rowing,Rowing Women's Coxed Eights,Bronze
2050,Svetlana Leonidovna Boginskaya,F,15.0,157.0,44.0,Soviet Union,1988 Summer,1988,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
